"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_MCPIO_RESIDE","COLE_AREA_UBICACION","COLE_NOMBRE_SEDE","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL","PERCENTIL_LECTURA_CRITICA","PERCENTIL_MATEMATICAS","PERCENTIL_C_NATURALES","PERCENTIL_SOCIALES_CIUDADANAS","PERCENTIL_INGLES","PERCENTIL_GLOBAL"
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",2,2,1,2,"A-",46,46,40,45,29,215,20,26,19,32,4,21
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",3,3,3,2,"A2",59,64,62,45,62,289,51,65,65,32,52,52
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",3,4,4,3,"B1",64,78,76,68,71,357,66,95,97,80,65,86
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",3,3,2,1,"A1",60,52,51,37,48,249,53,38,41,16,30,35
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",3,3,3,3,"A2",60,57,62,56,65,296,53,48,66,52,57,55
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",3,3,3,2,"A2",59,60,58,55,58,290,52,56,55,51,47,53
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",4,4,3,3,"B1",79,72,69,66,73,358,99,85,84,75,67,87
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",4,3,3,3,"B1",69,69,66,60,68,331,81,77,77,60,61,72
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LUIS CARLOS GALAN SARMIENTO",4,3,3,4,"A1",69,67,67,76,55,343,80,72,79,95,43,79
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,2,3,"A1",45,50,48,57,57,253,17,33,35,54,45,37
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,2,"A1",60,48,51,55,52,267,53,31,40,50,37,43
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,3,"A2",69,68,63,63,64,328,81,75,68,67,55,71
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A1",60,57,59,59,55,292,53,49,59,59,42,53
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A1",56,52,46,51,57,258,42,37,31,42,45,39
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,3,3,"B1",56,50,57,57,70,281,43,34,53,55,64,48
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,1,"A1",57,44,52,35,48,235,46,21,43,11,30,29
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,2,"A2",61,62,61,45,61,288,58,60,62,32,52,51
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",61,57,50,44,60,268,56,48,38,30,50,43
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",57,62,68,65,67,317,45,59,82,72,59,65
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",62,63,59,60,64,306,59,61,59,61,55,60
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,2,"A2",55,49,48,48,60,254,41,32,35,37,49,37
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,2,"A2",58,43,43,41,59,236,48,20,26,23,48,30
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,4,3,4,"B1",77,77,70,72,75,370,96,94,87,89,72,92
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A1",64,64,65,66,51,318,66,64,73,75,36,66
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,2,2,"A-",46,41,42,47,46,221,20,16,22,34,27,23
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,1,1,1,"A1",49,34,40,28,50,193,25,7,18,3,35,12
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"B1",54,57,60,62,68,295,38,48,61,67,60,55
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,2,3,2,"A1",59,45,58,50,57,267,51,25,54,40,45,43
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,3,2,"A2",48,49,58,43,62,252,23,31,55,27,52,37
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",2,2,2,2,"A-",50,47,47,54,45,246,28,27,33,48,26,34
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,3,3,"A2",64,49,59,64,65,297,66,31,58,69,57,56
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,3,4,4,"B+",76,67,71,78,79,367,96,72,88,98,81,91
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A-",59,65,63,56,47,298,51,67,67,52,29,56
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,4,4,3,"B1",71,71,71,62,71,345,85,82,88,65,65,80
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,3,"A1",60,56,50,58,51,278,52,47,39,57,36,47
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A1",61,59,57,61,50,294,56,53,54,63,34,54
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",62,61,57,63,65,305,60,58,53,69,57,59
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",54,64,52,51,58,277,38,64,43,42,46,47
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,4,"A1",56,62,63,71,53,311,43,61,68,87,39,62
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,2,"A1",51,41,46,43,56,230,29,17,31,28,44,27
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A1",62,53,54,46,52,268,60,41,47,33,37,43
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,4,3,3,"B1",72,71,68,61,76,343,88,83,80,62,73,79
"CC","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,2,"A1",59,53,56,48,48,268,50,40,51,38,30,43
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",57,54,55,44,59,265,46,42,48,30,47,42
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A1",61,63,62,65,55,311,57,63,65,73,42,62
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",61,66,62,66,63,318,56,69,64,75,53,66
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,4,"A2",63,67,63,77,67,337,61,71,68,96,60,76
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",57,51,42,52,58,255,44,35,23,44,46,38
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,3,"B1",67,59,62,69,77,326,75,54,66,84,76,70
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,4,"B+",70,66,61,74,79,343,82,69,64,92,81,79
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,3,"B1",72,70,68,70,73,351,89,80,82,85,68,83
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,2,3,3,"B1",62,50,67,58,69,300,58,34,79,57,62,57
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,2,"A1",54,47,45,43,50,237,37,28,28,28,34,30
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",52,52,50,52,60,261,34,39,39,45,50,40
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A1",64,60,57,58,51,295,65,56,53,56,36,55
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,1,"A-",51,41,45,39,46,221,30,17,29,20,28,23
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,1,1,"A1",45,42,33,34,48,196,17,19,6,9,31,13
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A2",59,51,50,53,61,269,50,36,38,47,51,44
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,3,"A2",67,62,63,64,67,321,76,59,68,70,60,67
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A-",64,59,52,55,47,283,64,53,42,50,28,50
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,4,"B1",68,65,64,79,77,348,78,67,71,98,75,82
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"B1",63,63,62,64,74,319,62,62,65,71,69,66
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,2,3,"A2",72,54,55,64,66,308,89,43,50,71,58,61
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"B+",65,62,68,65,90,335,68,60,81,74,99,74
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",4,4,4,4,"B+",75,74,77,74,85,379,94,88,98,93,94,95
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,2,"A1",60,58,57,51,51,280,55,51,53,43,35,48
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",57,58,58,56,66,290,45,51,56,52,58,52
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,4,"B1",69,70,69,73,74,353,79,80,85,92,69,84
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,2,2,1,"A1",55,43,51,38,50,235,40,21,40,18,34,29
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,2,"A1",53,52,47,47,54,250,35,39,32,35,40,36
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,4,4,"B1",77,70,72,77,73,370,96,79,91,97,68,92
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,4,"A2",70,67,64,71,64,338,83,71,71,88,55,76
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,3,2,3,"A2",50,51,55,58,60,270,29,37,50,57,49,44
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",2,2,2,1,"A-",47,42,47,35,45,215,21,18,33,12,25,21
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",64,70,59,59,65,316,65,81,59,58,56,64
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",2,2,1,1,"A1",49,44,32,40,53,211,26,23,4,22,39,19
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"B1",61,62,58,64,72,310,56,60,54,70,66,62
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,2,2,"A-",46,47,50,50,44,240,19,28,38,42,23,31
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,3,"B1",70,57,64,62,69,318,84,50,70,65,62,66
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,2,3,"A2",56,54,53,62,67,285,44,41,45,66,59,50
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",62,61,64,69,62,319,58,58,70,83,53,66
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",3,4,3,3,"B1",65,72,67,67,75,342,68,85,78,77,72,78
"TI","COLOMBIA","M","CALI","URBANO","LICEO  JUAN  XXIII",2,3,2,2,"A-",50,54,50,44,40,244,28,41,38,29,17,33
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",4,3,3,4,"B1",73,66,70,72,71,352,89,71,86,90,64,83
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",2,2,1,1,"A-",41,40,34,36,42,190,11,16,7,14,20,11
"TI","COLOMBIA","F","CALI","URBANO","LICEO  JUAN  XXIII",3,3,3,3,"A2",65,63,63,62,67,318,68,63,69,65,59,65
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,2,1,"A-",37,42,44,34,30,193,6,18,27,10,5,11
"TI","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,1,1,1,"A1",41,33,37,31,53,184,11,7,11,5,38,8
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,1,"A1",36,36,38,30,48,180,5,10,13,4,30,7
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",1,1,1,1,"A-",34,29,37,34,25,164,3,3,12,9,2,3
"TI","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,3,2,2,"A-",46,55,48,41,39,234,20,45,34,24,15,29
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",3,2,2,2,"A-",59,48,49,44,43,247,50,30,36,29,21,34
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,1,1,1,"A-",37,35,40,30,22,172,6,9,19,4,1,5
"TI","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",3,2,2,2,"A-",58,44,50,50,38,248,47,23,38,42,14,35
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,2,"A-",43,40,38,47,35,207,14,16,15,35,10,17
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,1,"A1",40,41,31,24,48,175,10,17,3,1,30,6
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,2,"A-",43,42,32,49,32,204,14,18,5,38,7,16
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,1,"A-",40,39,32,36,36,183,9,14,4,14,11,8
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,2,2,"A-",44,37,41,44,41,207,16,11,21,29,19,17
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,1,2,1,"A-",41,33,44,30,39,186,11,7,26,4,15,9
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,1,"A-",41,36,38,35,40,188,12,10,14,11,17,10
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",3,2,1,2,"A-",56,50,37,48,31,232,42,33,11,37,6,28
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",1,2,1,1,"A-",35,38,38,34,33,180,4,13,13,9,8,7
"CC","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,2,1,"A-",42,41,42,33,30,194,12,17,23,8,5,12
"CC","COLOMBIA","M","CALI","URBANO","INTITUTO GRAN COLOMBIA",3,2,1,1,"A-",52,38,33,26,43,188,33,13,6,2,23,10
"TI","COLOMBIA","F","CALI","URBANO","INTITUTO GRAN COLOMBIA",2,2,1,1,"A-",42,40,33,38,27,187,12,15,5,18,3,9
"TI","COLOMBIA","M","CALI","URBANO","INSTITUTO ANDINO DE BACHILLERATO Y CAPACITACION",3,3,2,3,"A1",63,57,54,59,56,290,61,48,46,59,43,53
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,1,2,"A2",64,61,33,48,59,260,67,58,5,38,48,40
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",71,65,69,70,67,343,86,66,84,85,60,79
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,3,"A2",63,58,45,64,65,290,61,51,28,71,56,53
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A1",66,66,69,58,54,320,71,70,84,56,41,66
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",66,54,56,65,66,303,71,43,51,74,57,58
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,3,"A2",61,67,51,57,64,297,57,71,41,55,56,55
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,2,"A1",51,60,48,50,50,260,30,55,34,40,35,40
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",2,3,3,3,"A1",48,60,58,57,56,279,24,55,54,55,44,47
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,3,"B1",72,73,70,68,77,356,88,87,86,81,74,86
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",69,63,67,63,76,332,79,63,78,69,73,72
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B+",66,69,62,58,79,325,72,77,64,57,80,69
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,4,4,"B1",66,78,72,71,73,359,70,95,92,88,67,88
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,2,"A2",59,54,47,44,62,259,52,42,32,30,52,39
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,4,"B1",72,71,64,72,70,349,87,82,71,89,63,82
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,2,"B1",63,70,59,52,71,309,64,80,59,45,64,61
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,2,3,"A2",66,60,55,62,67,306,73,55,49,65,60,60
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,2,1,2,"A-",55,42,34,44,45,219,40,18,6,29,26,23
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"A2",65,70,64,63,65,327,68,80,70,69,56,70
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,4,"B1",78,70,64,76,77,362,98,80,71,95,76,89
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",66,67,65,61,73,327,71,71,74,64,68,70
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,4,"B1",70,75,69,72,73,358,82,90,83,90,68,87
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",67,62,63,69,75,330,74,60,67,83,72,72
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,2,"A1",51,55,45,44,50,244,29,45,29,30,34,33
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",68,61,68,69,60,330,77,58,81,82,50,72
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,4,4,"B+",75,76,78,74,91,385,94,92,99,92,99,97
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,3,"B1",63,64,54,65,76,313,62,65,46,73,73,63
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,2,"A1",53,53,46,46,50,248,36,40,30,33,35,35
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B+",74,65,69,66,79,347,92,66,84,75,80,81
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",69,64,61,62,72,323,80,65,63,66,66,68
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,2,2,2,"A2",56,46,52,52,58,260,43,25,43,45,47,40
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,2,"B1",58,62,58,47,70,287,47,61,55,35,63,51
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,4,4,3,"B1",62,71,71,67,77,342,60,81,89,78,76,78
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"B1",65,69,68,65,76,337,69,76,80,72,73,76
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"B1",54,55,60,56,69,286,38,44,59,52,61,51
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,3,"B1",71,81,70,65,74,360,86,98,86,72,70,88
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",68,58,62,59,78,315,77,51,64,58,78,64
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,4,3,"B1",73,76,71,66,76,359,91,92,88,75,72,88
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,4,"B1",68,65,70,72,72,345,78,67,86,90,65,80
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"B1",62,68,62,67,76,328,60,75,66,79,72,71
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,4,4,"B1",76,70,77,73,78,372,95,79,98,92,77,93
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,2,2,"A-",53,56,49,45,38,249,34,46,37,32,13,35
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"B1",72,67,56,64,68,325,87,71,50,71,61,69
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,4,"B1",68,59,59,75,71,328,78,53,58,95,65,71
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,3,"B1",66,75,57,68,76,336,71,90,53,79,73,75
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",68,63,64,61,67,321,76,63,72,62,59,67
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,4,4,"B+",81,75,76,76,100,394,100,90,97,96,100,98
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A1",66,62,56,62,57,306,72,59,51,66,45,60
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",74,70,57,69,63,336,92,78,52,83,54,75
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,3,"A2",66,70,64,64,62,328,72,80,72,70,53,71
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,4,3,"A2",79,76,72,68,67,366,99,92,91,80,59,91
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,4,"B1",76,78,69,78,77,377,95,95,85,98,76,95
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,2,"A1",63,60,57,49,57,286,64,55,53,39,45,51
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,3,4,"B1",69,67,65,72,72,343,79,73,74,89,65,78
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"A2",60,62,58,60,65,302,53,60,55,61,56,58
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,4,3,4,"B1",61,73,69,74,78,350,56,87,85,92,77,82
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,3,"B1",70,71,63,63,75,337,83,82,69,69,70,75
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,4,"B1",74,75,67,79,74,369,92,91,79,98,69,92
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",2,3,2,2,"A2",44,54,47,45,59,242,15,42,32,31,48,32
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"B1",57,64,60,66,71,312,44,65,61,74,65,63
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,4,3,3,"B1",61,74,69,61,71,333,55,88,85,64,65,73
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,3,4,3,"B+",66,69,73,68,83,350,72,77,93,80,89,83
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",4,4,3,3,"B1",72,71,61,70,78,346,87,83,63,85,78,80
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO DE SAN LUIS GONZAGA",3,3,3,3,"B1",65,61,65,58,75,316,69,57,73,57,70,65
"CC","COLOMBIA","M","CALI","URBANO","COL EL PINAR",4,4,3,4,"B+",73,73,67,75,80,363,90,87,79,94,81,89
"TI","COLOMBIA","F","CALI","URBANO","COL EL PINAR",4,3,4,3,"B+",72,65,76,66,82,353,87,67,98,75,87,84
"TI","COLOMBIA","M","CALI","URBANO","COL EL PINAR",3,3,3,3,"B1",52,62,63,58,71,298,32,59,67,56,64,56
"TI","COLOMBIA","M","CALI","URBANO","COL EL PINAR",3,2,2,2,"A-",56,45,43,54,47,247,42,25,24,48,29,34
"TI","COLOMBIA","F","CALI","URBANO","COL EL PINAR",3,3,1,1,"A1",57,56,38,38,49,237,46,47,14,17,32,30
"TI","COLOMBIA","F","CALI","URBANO","COL EL PINAR",3,3,3,3,"B1",57,63,63,69,76,320,46,61,68,82,74,66
